Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/reward_ctrl Max,eval/env_infos/final/reward_ctrl Mean,eval/env_infos/final/reward_ctrl Min,eval/env_infos/final/reward_ctrl Std,eval/env_infos/final/reward_dist Max,eval/env_infos/final/reward_dist Mean,eval/env_infos/final/reward_dist Min,eval/env_infos/final/reward_dist Std,eval/env_infos/initial/reward_ctrl Max,eval/env_infos/initial/reward_ctrl Mean,eval/env_infos/initial/reward_ctrl Min,eval/env_infos/initial/reward_ctrl Std,eval/env_infos/initial/reward_dist Max,eval/env_infos/initial/reward_dist Mean,eval/env_infos/initial/reward_dist Min,eval/env_infos/initial/reward_dist Std,eval/env_infos/reward_ctrl Max,eval/env_infos/reward_ctrl Mean,eval/env_infos/reward_ctrl Min,eval/env_infos/reward_ctrl Std,eval/env_infos/reward_dist Max,eval/env_infos/reward_dist Mean,eval/env_infos/reward_dist Min,eval/env_infos/reward_dist Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/reward_ctrl Max,expl/env_infos/final/reward_ctrl Mean,expl/env_infos/final/reward_ctrl Min,expl/env_infos/final/reward_ctrl Std,expl/env_infos/final/reward_dist Max,expl/env_infos/final/reward_dist Mean,expl/env_infos/final/reward_dist Min,expl/env_infos/final/reward_dist Std,expl/env_infos/initial/reward_ctrl Max,expl/env_infos/initial/reward_ctrl Mean,expl/env_infos/initial/reward_ctrl Min,expl/env_infos/initial/reward_ctrl Std,expl/env_infos/initial/reward_dist Max,expl/env_infos/initial/reward_dist Mean,expl/env_infos/initial/reward_dist Min,expl/env_infos/initial/reward_dist Std,expl/env_infos/reward_ctrl Max,expl/env_infos/reward_ctrl Mean,expl/env_infos/reward_ctrl Min,expl/env_infos/reward_ctrl Std,expl/env_infos/reward_dist Max,expl/env_infos/reward_dist Mean,expl/env_infos/reward_dist Min,expl/env_infos/reward_dist Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
337,337,0.0033159484,0.0012686673,-0.0006646536,0.0012793683,-222.19649850345573,5,-129.19540076687576,-222.19649850345573,-369.2156178530424,88.37687951346622,-0.12919540076687683,-0.22219649850345555,-0.3692156178530395,0.08837687951346476,-3.7545908e-06,-6.4925866e-06,-1.1437124e-05,2.8254105e-06,-0.12918977554032737,-0.2221900059171384,-0.3692118632622324,0.08837757192336872,-3.7545908e-06,-6.4925866e-06,-1.1437124e-05,2.8254105e-06,-0.12918977554032737,-0.2221900059171384,-0.3692118632622324,0.08837757192336872,-3.7545908e-06,-6.4925866e-06,-1.1437124e-05,2.8254105e-06,-0.12918977554032737,-0.22219000591713844,-0.3692118632622324,0.08837757192336872,1690,1690000,1000,1000.0,1000,0.0,0.3140239,0.0018074783,-0.33774978,0.08672071,-262.68067134209315,1,-262.68067134209315,-262.68067134209315,-262.68067134209315,0.0,-0.24764080069182903,-0.2626806713420882,-0.3643789353968031,0.01480757491141926,-0.022823777,-0.022823777,-0.022823777,0.0,-0.24763317286981412,-0.24763317286981412,-0.24763317286981412,0.0,-0.036531787,-0.036531787,-0.036531787,0.0,-0.24763317286981412,-0.24763317286981412,-0.24763317286981412,0.0,-7.627822e-06,-0.015047499,-0.11674576,0.014807575,-0.24763317286981412,-0.24763317286981404,-0.24763317286981412,8.326672684688674e-17,339,339000,1000,1000.0,1000,0.0,339000,0.006121283862739801,28.325809991452843,4.738000844139606,1.2607932570390403,0.018382494105026126,22.297846764093265,0.004616874037310481,8371.545210381504,4.847417585551739e-05,0.01601615734398365,0.13610924780368805,3.0931172,2.0329232,-6.173918,0.99864364,29.159868,-7.6098313,-29.121967,-45.33791,9.209499,-7.6236763,-29.134651,-45.35158,9.208816,-7.615161,-29.12222,-45.33951,9.209403,0.00019044378,1.5874975e-05,338000,0.012240809,0.0008344495,-0.008921843,0.0025765041,-2.3401165,-2.414886,-2.4984534,0.026224567,0.09631642,0.08940823,0.08221205,0.0023406136
338,338,0.0021415374,-0.00023852606,-0.001505855,0.0012633725,-146.49686925241548,5,-49.42632586853296,-146.49686925241548,-225.99231973813212,59.6585632416418,-0.04942632586853365,-0.14649686925241487,-0.22599231973812833,0.05965856324164064,-2.0777213e-06,-3.3060248e-06,-6.854018e-06,1.8013535e-06,-0.04941947185052272,-0.14649356322739598,-0.2259893572924227,0.05965984909159743,-2.0777213e-06,-3.3060248e-06,-6.854018e-06,1.8013535e-06,-0.04941947185052272,-0.14649356322739598,-0.2259893572924227,0.05965984909159743,-2.0777213e-06,-3.3060248e-06,-6.854018e-06,1.8013534e-06,-0.04941947185052272,-0.14649356322739598,-0.2259893572924227,0.05965984909159743,1695,1695000,1000,1000.0,1000,0.0,0.26707834,0.00044550456,-0.261961,0.08797813,-108.93043108173879,1,-108.93043108173879,-108.93043108173879,-108.93043108173879,0.0,-0.09345934103843762,-0.10893043108173778,-0.18982084544317773,0.01468898095155336,-0.032356393,-0.032356393,-0.032356393,0.0,-0.09344973118917993,-0.09344973118917993,-0.09344973118917993,0.0,-0.014931603,-0.014931603,-0.014931603,0.0,-0.09344973118917993,-0.09344973118917993,-0.09344973118917993,0.0,-9.609849e-06,-0.0154807,-0.096371114,0.014688981,-0.09344973118917993,-0.09344973118917996,-0.09344973118917993,2.7755575615628914e-17,340,340000,1000,1000.0,1000,0.0,340000,0.005804419983178377,29.987100780708715,4.924491345882416,1.1785144398454577,0.01937268814072013,23.854025249835104,0.004840217996388674,8401.948328822386,5.24190254509449e-05,0.015989167615771294,0.05452786758542061,3.0439038,2.013184,-4.8530107,1.0502503,29.770748,-6.1293497,-29.75977,-45.300922,8.6045,-6.124258,-29.753119,-45.30349,8.605682,-6.120433,-29.753727,-45.29835,8.603923,7.3003546e-05,6.4238455e-05,339000,0.014049721,0.00019549868,-0.00939499,0.0027161124,-2.3414319,-2.4040775,-2.490262,0.02247041,0.09618981,0.0903715,0.082888246,0.0020164284
339,339,0.0006733111,-0.001125635,-0.0032125213,0.0011646611,-239.04059544857213,5,-165.44570542343368,-239.04059544857213,-324.78200046425076,58.94368399547278,-0.16544570542343542,-0.23904059544857256,-0.3247820004642524,0.058943683995475046,-7.42297e-07,-5.2469613e-06,-1.2400497e-05,4.184996e-06,-0.16544355579769224,-0.23903534848711092,-0.3247783197773931,0.058943170260536644,-7.42297e-07,-5.2469613e-06,-1.2400497e-05,4.184996e-06,-0.16544355579769224,-0.23903534848711092,-0.3247783197773931,0.058943170260536644,-7.42297e-07,-5.2469613e-06,-1.2400497e-05,4.184996e-06,-0.16544355579769224,-0.23903534848711097,-0.3247783197773931,0.05894317026053665,1700,1700000,1000,1000.0,1000,0.0,0.26119083,-0.00049673,-0.29212457,0.08469487,-140.5069373935887,1,-140.5069373935887,-140.5069373935887,-140.5069373935887,0.0,-0.12620174397108255,-0.14050693739359027,-0.22993332864081364,0.014029826683618928,-0.020620465,-0.020620465,-0.020620465,0.0,-0.12616000295912724,-0.12616000295912724,-0.12616000295912724,0.0,-0.0010483447,-0.0010483447,-0.0010483447,0.0,-0.12616000295912724,-0.12616000295912724,-0.12616000295912724,0.0,-4.1741012e-05,-0.014346933,-0.103773326,0.014029827,-0.12616000295912724,-0.12616000295912724,-0.12616000295912724,0.0,341,341000,1000,1000.0,1000,0.0,341000,0.005818238947540522,27.788223257753998,3.928298765094951,1.163692494854331,0.01992712402716279,22.665424534818158,0.0050152919720858335,8430.16403127648,4.6808039769530296e-05,0.015970202162861824,0.24598419666290283,3.0369449,2.0594592,-4.367531,0.9198355,28.80957,-6.1398478,-28.774815,-45.587296,8.838948,-6.1404557,-28.782112,-45.597813,8.840147,-6.143736,-28.782888,-45.587204,8.838875,8.009092e-05,0.00011213394,340000,0.009221242,-0.0005877293,-0.009833492,0.0023895116,-2.3495889,-2.4124079,-2.503214,0.022374833,0.09540838,0.08962161,0.08182161,0.0019920145
340,340,0.00087926164,-0.0009919587,-0.0030127682,0.0012028343,-221.927316696424,5,-109.06470845195217,-221.927316696424,-354.7340059755788,94.13151781248956,-0.10906470845195049,-0.2219273166964249,-0.354734005975585,0.09413151781249224,-7.7727543e-07,-4.8615584e-06,-1.0524605e-05,3.2899425e-06,-0.10905418384656418,-0.2219224551384022,-0.3547303584702757,0.09413408851985906,-7.7727543e-07,-4.8615584e-06,-1.0524605e-05,3.2899425e-06,-0.10905418384656418,-0.2219224551384022,-0.3547303584702757,0.09413408851985906,-7.7727543e-07,-4.8615584e-06,-1.0524605e-05,3.2899425e-06,-0.10905418384656418,-0.22192245513840225,-0.3547303584702757,0.09413408851985905,1705,1705000,1000,1000.0,1000,0.0,0.29294044,0.005579834,-0.26327246,0.09011064,-347.7248239405427,1,-347.7248239405427,-347.7248239405427,-347.7248239405427,0.0,-0.331426630235018,-0.34772482394054416,-0.4504487970566689,0.015526976528192163,-0.03415418,-0.03415418,-0.03415418,0.0,-0.3314227023816048,-0.3314227023816048,-0.3314227023816048,0.0,-0.0049876594,-0.0049876594,-0.0049876594,0.0,-0.3314227023816048,-0.3314227023816048,-0.3314227023816048,0.0,-3.9278534e-06,-0.01630212,-0.119026095,0.015526976,-0.3314227023816048,-0.3314227023816048,-0.3314227023816048,0.0,342,342000,1000,1000.0,1000,0.0,342000,0.0065068211406469345,26.7029574890621,4.459352884907275,1.1266658240929246,0.01995576499029994,21.08536011702381,0.005068918922916055,8457.270780927036,4.715798422694206e-05,0.015978801995515823,0.39753443002700806,3.0384188,2.0961041,-2.112954,0.88460433,28.233059,-8.8529415,-28.219158,-45.307816,8.61008,-8.851608,-28.209248,-45.292046,8.607387,-8.848743,-28.217552,-45.302013,8.609433,0.00014163333,6.0188006e-05,341000,0.008124323,-0.00029232755,-0.014545847,0.0022875406,-2.3308525,-2.4029484,-2.486716,0.021551358,0.097212836,0.09047185,0.083182685,0.0019476886
341,341,0.004077837,0.0017344647,-0.0053981836,0.0027177907,-190.69422272076912,5,-124.25233456756082,-190.69422272076912,-266.0246346938714,56.94583062761374,-0.12425233456756246,-0.19069422272076972,-0.26602463469386894,0.05694583062761234,-1.1362902e-05,-2.0789568e-05,-3.0025469e-05,8.152649e-06,-0.12422247560366373,-0.19067343315272645,-0.2659946092251372,0.05694401378207606,-1.1362902e-05,-2.0789568e-05,-3.0025469e-05,8.152649e-06,-0.12422247560366373,-0.19067343315272645,-0.2659946092251372,0.05694401378207606,-1.1362902e-05,-2.0789565e-05,-3.0025469e-05,8.152649e-06,-0.12422247560366373,-0.19067343315272647,-0.2659946092251372,0.05694401378207606,1710,1710000,1000,1000.0,1000,0.0,0.31229424,0.0033953453,-0.37313628,0.08604561,-269.82780597347113,1,-269.82780597347113,-269.82780597347113,-269.82780597347113,0.0,-0.2550173414513822,-0.2698278059734742,-0.39431410713252013,0.014889261486868092,-0.04796131,-0.04796131,-0.04796131,0.0,-0.2549970565563101,-0.2549970565563101,-0.2549970565563101,0.0,-0.0034431906,-0.0034431906,-0.0034431906,0.0,-0.2549970565563101,-0.2549970565563101,-0.2549970565563101,0.0,-2.0284895e-05,-0.0148307495,-0.13931705,0.014889262,-0.2549970565563101,-0.25499705655631016,-0.2549970565563101,5.551115123125783e-17,343,343000,1000,1000.0,1000,0.0,343000,0.005863592028617859,28.363367391051725,4.263179205125198,1.3719330290332437,0.02011502510868013,22.697132038883865,0.005097369896247983,8486.037946538068,4.7130975872278214e-05,0.016047285869717598,-0.0635528713464737,3.0309463,1.9846201,-2.9698255,0.9931468,28.389576,-6.148379,-28.364475,-45.29241,8.983293,-6.136339,-28.351528,-45.28114,8.98342,-6.150089,-28.36783,-45.29576,8.982716,0.00019527339,3.318748e-05,342000,0.012214595,0.0022159684,-0.007687126,0.0021687108,-2.3510637,-2.4096434,-2.48301,0.022079894,0.09526777,0.08986922,0.083491534,0.0019819057
342,342,0.0043826876,-0.0016850209,-0.00690441,0.0037092373,-350.28976717916714,5,-302.78018709191196,-350.28976717916714,-405.2370384475673,33.962622543885054,-0.3027801870919119,-0.35028976717916793,-0.40523703844756614,0.03396262254388584,-8.2559615e-07,-3.3195665e-05,-5.4844255e-05,2.0679794e-05,-0.30273970864777755,-0.3502565715101177,-0.40523621285142003,0.033977102614761605,-8.2559615e-07,-3.3195665e-05,-5.4844255e-05,2.0679794e-05,-0.30273970864777755,-0.3502565715101177,-0.40523621285142003,0.033977102614761605,-8.2559615e-07,-3.319567e-05,-5.4844255e-05,2.0679792e-05,-0.30273970864777755,-0.35025657151011774,-0.40523621285142003,0.033977102614761605,1715,1715000,1000,1000.0,1000,0.0,0.26716542,-0.0019826111,-0.2975597,0.08745955,-216.6509661938423,1,-216.6509661938423,-216.6509661938423,-216.6509661938423,0.0,-0.20135902018583052,-0.2166509661938397,-0.29389927636011903,0.015553905165455507,-0.004729251,-0.004729251,-0.004729251,0.0,-0.20134475926979845,-0.20134475926979845,-0.20134475926979845,0.0,-0.008673511,-0.008673511,-0.008673511,0.0,-0.20134475926979845,-0.20134475926979845,-0.20134475926979845,0.0,-1.4260916e-05,-0.015306207,-0.09255452,0.015553905,-0.20134475926979845,-0.20134475926979833,-0.20134475926979845,1.1102230246251565e-16,344,344000,1000,1000.0,1000,0.0,344000,0.00611963402479887,28.167944877175614,4.484951999038458,1.1845563719980419,0.019005951937288046,22.46842542407103,0.004838280146941543,8514.622466845205,4.7215959057211876e-05,0.01598307117819786,0.3312920928001404,3.0645819,2.080095,-3.7869947,0.88279635,28.939955,-6.1400456,-28.915497,-45.30643,8.721174,-6.139642,-28.91811,-45.310333,8.720796,-6.140698,-28.910063,-45.306232,8.720416,2.8447244e-05,9.154776e-05,343000,0.012987795,-0.0016899568,-0.011102005,0.0039801565,-2.3639576,-2.423245,-2.4808755,0.02114682,0.09404728,0.088653356,0.08366994,0.0018753
343,343,0.001774409,-0.0012765819,-0.0053969854,0.0023036106,-241.5106448475147,5,-146.86129733013271,-241.5106448475147,-403.2730708844521,95.77424634487086,-0.14686129733013115,-0.24151064484751433,-0.40327307088445574,0.09577424634487232,-1.450376e-06,-1.3872574e-05,-3.030646e-05,1.3120958e-05,-0.14685984695415538,-0.2414967722750788,-0.4032427644236979,0.09576194233240047,-1.450376e-06,-1.3872574e-05,-3.030646e-05,1.3120958e-05,-0.14685984695415538,-0.2414967722750788,-0.4032427644236979,0.09576194233240047,-1.450376e-06,-1.3872573e-05,-3.030646e-05,1.3120959e-05,-0.14685984695415538,-0.24149677227507882,-0.4032427644236979,0.09576194233240047,1720,1720000,1000,1000.0,1000,0.0,0.29540426,-0.0057390183,-0.27305782,0.088923,-157.38746206573856,1,-157.38746206573856,-157.38746206573856,-157.38746206573856,0.0,-0.14151190343837736,-0.15738746206573972,-0.24731683558885417,0.015330809334711749,-0.008617859,-0.008617859,-0.008617859,0.0,-0.1415069905585464,-0.1415069905585464,-0.1415069905585464,0.0,-0.015740678,-0.015740678,-0.015740678,0.0,-0.1415069905585464,-0.1415069905585464,-0.1415069905585464,0.0,-4.91288e-06,-0.015880473,-0.105809845,0.015330809,-0.1415069905585464,-0.14150699055854643,-0.1415069905585464,2.7755575615628914e-17,345,345000,1000,1000.0,1000,0.0,345000,0.006092280149459839,28.10506304563023,4.305884761037305,1.3891831811051816,0.02000879985280335,22.37902946374379,0.004819407826289535,8543.11660691048,4.515191540122032e-05,0.01603643223643303,0.31528085470199585,3.0579264,2.0762858,-1.1069046,0.84778154,28.706814,-7.6000333,-28.678116,-45.334427,9.487184,-7.593774,-28.679811,-45.34426,9.487753,-7.599795,-28.681374,-45.338036,9.485042,7.086467e-05,4.090237e-05,344000,0.008060366,-0.0010411271,-0.013416751,0.003024389,-2.36253,-2.4133725,-2.4954085,0.022526566,0.09418164,0.08953552,0.08246276,0.0020023445
344,344,0.000821015,-0.0011158822,-0.0039588637,0.0012875104,-297.71676227999944,5,-167.63542464192943,-297.71676227999944,-378.16705446681823,86.29363065733493,-0.16763542464192993,-0.2977167622800007,-0.3781670544668229,0.08629363065733682,-7.9900474e-07,-5.805753e-06,-1.9337369e-05,6.8212325e-06,-0.16761608727299004,-0.2977109565268474,-0.378166255462085,0.08629904485613418,-7.9900474e-07,-5.805753e-06,-1.9337369e-05,6.8212325e-06,-0.16761608727299004,-0.2977109565268474,-0.378166255462085,0.08629904485613418,-7.9900474e-07,-5.805753e-06,-1.9337369e-05,6.8212325e-06,-0.16761608727299004,-0.2977109565268475,-0.378166255462085,0.08629904485613417,1725,1725000,1000,1000.0,1000,0.0,0.29509124,-0.005967087,-0.3025136,0.09008117,-104.49894986754876,1,-104.49894986754876,-104.49894986754876,-104.49894986754876,0.0,-0.08823844200337445,-0.1044989498675499,-0.20616315086549403,0.01627027894974539,-0.02597652,-0.02597652,-0.02597652,0.0,-0.08819850315517071,-0.08819850315517071,-0.08819850315517071,0.0,-0.005961575,-0.005961575,-0.005961575,0.0,-0.08819850315517071,-0.08819850315517071,-0.08819850315517071,0.0,-3.993885e-05,-0.016300447,-0.11796465,0.01627028,-0.08819850315517071,-0.08819850315517071,-0.08819850315517071,0.0,346,346000,1000,1000.0,1000,0.0,346000,0.005815065000206232,27.581079703290015,4.496667563915253,1.1907827579416335,0.019928002962842584,21.862806239398196,0.005035070003941655,8571.089139580727,4.5004067942500114e-05,0.016049949452280998,0.19171124696731567,2.9914937,2.0463963,-3.180529,0.89730763,28.735498,-9.052288,-28.725376,-45.565277,8.70181,-9.055458,-28.720371,-45.563866,8.70028,-9.040715,-28.71313,-45.54938,8.70156,5.843331e-05,0.00022246205,345000,0.0074334443,-0.0005808588,-0.015404652,0.0030097272,-2.3014565,-2.3840508,-2.4821305,0.022908017,0.10011293,0.09220055,0.083565,0.0021045462
345,345,0.00014631153,-0.002209279,-0.0060553835,0.0017540471,-235.76645521197133,5,-46.78043076550394,-235.76645521197133,-385.20508590941563,119.19439183521379,-0.04678043076550483,-0.23576645521196943,-0.3852050859094112,0.11919439183521226,-6.1425294e-07,-1.5915119e-05,-5.11239e-05,1.8124243e-05,-0.04672930686414719,-0.23575054009310398,-0.3852007246131058,0.11920997166375462,-6.1425294e-07,-1.5915119e-05,-5.11239e-05,1.8124243e-05,-0.04672930686414719,-0.23575054009310398,-0.3852007246131058,0.11920997166375462,-6.1425294e-07,-1.5915119e-05,-5.11239e-05,1.8124245e-05,-0.04672930686414719,-0.23575054009310398,-0.3852007246131058,0.11920997166375462,1730,1730000,1000,1000.0,1000,0.0,0.2882888,-0.00093457807,-0.3611443,0.089944676,-285.2885477323698,1,-285.2885477323698,-285.2885477323698,-285.2885477323698,0.0,-0.26913423250819807,-0.28528854773236834,-0.3996439404848691,0.016438153322784074,-0.0042387233,-0.0042387233,-0.0042387233,0.0,-0.2691067136887189,-0.2691067136887189,-0.2691067136887189,0.0,-0.029025212,-0.029025212,-0.029025212,0.0,-0.2691067136887189,-0.2691067136887189,-0.2691067136887189,0.0,-2.751882e-05,-0.016181836,-0.13053723,0.016438153,-0.2691067136887189,-0.26910671368871897,-0.2691067136887189,5.551115123125783e-17,347,347000,1000,1000.0,1000,0.0,347000,0.006146766943857074,29.003200955688953,4.631686167092994,1.2395117939449847,0.019045925000682473,23.10189221985638,0.004868724849075079,8600.485731647117,4.9358000978827477e-05,0.016046330332756042,0.09016764163970947,2.9868872,2.0218203,-1.2072952,0.83564913,28.911123,-8.85093,-28.892399,-45.586777,8.31738,-8.847643,-28.894848,-45.60051,8.318022,-8.846803,-28.888466,-45.591022,8.316714,3.0085248e-05,4.589864e-05,346000,0.006886057,-0.0011789345,-0.011198468,0.0022402517,-2.336961,-2.3970428,-2.4792957,0.02377373,0.09662082,0.09101231,0.08380222,0.0021622765
346,346,0.0067345,0.0001467228,-0.0068681594,0.0038860107,-109.69879370041443,5,-24.59542936444235,-109.69879370041443,-187.9954883449477,65.09339104692003,-0.0245954293644422,-0.10969879370041515,-0.18799548834494959,0.06509339104692072,-2.4791216e-06,-3.0245425e-05,-7.8780846e-05,3.0095149e-05,-0.024516648518645046,-0.10966854827502819,-0.18794349444642608,0.06509948543009275,-2.4791216e-06,-3.0245425e-05,-7.8780846e-05,3.0095149e-05,-0.024516648518645046,-0.10966854827502819,-0.18794349444642608,0.06509948543009275,-2.4791216e-06,-3.0245426e-05,-7.8780846e-05,3.0095149e-05,-0.024516648518645046,-0.10966854827502819,-0.18794349444642608,0.06509948543009275,1735,1735000,1000,1000.0,1000,0.0,0.34271216,0.0010885401,-0.301288,0.09133045,-338.28266358564593,1,-338.28266358564593,-338.28266358564593,-338.28266358564593,0.0,-0.32160869163123446,-0.338282663585641,-0.4451758629987746,0.016647004879668664,-0.00784772,-0.00784772,-0.00784772,0.0,-0.3215977914045363,-0.3215977914045363,-0.3215977914045363,0.0,-0.0020059163,-0.0020059163,-0.0020059163,0.0,-0.3215977914045363,-0.3215977914045363,-0.3215977914045363,0.0,-1.0900227e-05,-0.016684871,-0.12357807,0.016647005,-0.3215977914045363,-0.32159779140453626,-0.3215977914045363,5.551115123125783e-17,348,348000,1000,1000.0,1000,0.0,348000,0.006515516899526119,29.08466296014376,4.81731819617562,1.19652180490084,0.020583546021953225,23.038635534932837,0.005043454002588987,8629.97036983748,4.4907210394740105e-05,0.016047226265072823,-0.42798495292663574,2.9908464,1.8964274,-1.7645348,0.9876617,28.69055,-6.3220534,-28.668163,-45.318817,8.96792,-6.3135376,-28.657421,-45.309162,8.965969,-6.3235726,-28.663567,-45.309525,8.965601,0.0001415024,4.8872338e-05,347000,0.012765875,-8.046644e-05,-0.011650384,0.0022135868,-2.3439927,-2.3998919,-2.4657776,0.021558046,0.09594379,0.0907488,0.084942766,0.0019490772
347,347,0.0014715047,-0.00017816613,-0.0021115532,0.001114138,-233.47553495549118,5,-53.96704964959288,-233.47553495549118,-368.3895460905163,113.19046941681289,-0.053967049649592515,-0.2334755349554921,-0.36838954609051955,0.11319046941681385,-1.0763559e-06,-2.5460827e-06,-4.488725e-06,1.155461e-06,-0.05396485021082451,-0.23347298887293663,-0.3683884697345765,0.11319041518386742,-1.0763559e-06,-2.5460827e-06,-4.488725e-06,1.155461e-06,-0.05396485021082451,-0.23347298887293663,-0.3683884697345765,0.11319041518386742,-1.0763559e-06,-2.5460824e-06,-4.488725e-06,1.1554608e-06,-0.05396485021082451,-0.23347298887293663,-0.3683884697345765,0.11319041518386745,1740,1740000,1000,1000.0,1000,0.0,0.28297827,0.0063459636,-0.35861173,0.08980061,-223.60597721359622,1,-223.60597721359622,-223.60597721359622,-223.60597721359622,0.0,-0.20740334409315606,-0.223605977213593,-0.345386761725469,0.016612922442191487,-0.035065636,-0.035065636,-0.035065636,0.0,-0.2073971363907293,-0.2073971363907293,-0.2073971363907293,0.0,-0.0017695668,-0.0017695668,-0.0017695668,0.0,-0.2073971363907293,-0.2073971363907293,-0.2073971363907293,0.0,-6.2077024e-06,-0.01620884,-0.13798963,0.016612923,-0.2073971363907293,-0.20739713639072924,-0.2073971363907293,5.551115123125783e-17,349,349000,1000,1000.0,1000,0.0,349000,0.004579352913424373,29.56776219722815,4.511518115177751,1.3146523679606616,0.018891610903665423,23.713230597320944,0.004844557028263807,8659.960119084688,4.559592343866825e-05,0.015973256900906563,0.17600393295288086,3.072058,2.0425453,-3.7047515,1.0241516,28.867146,-6.341774,-28.84292,-45.329502,9.292996,-6.343806,-28.838215,-45.325214,9.291865,-6.3375883,-28.829662,-45.321358,9.292265,3.821904e-05,0.00019668897,348000,0.010083395,-0.00037060992,-0.01082885,0.0021847852,-2.3343048,-2.4224954,-2.4973745,0.023510402,0.096877806,0.08872443,0.08230079,0.0020762393
348,348,0.0014743323,-0.00065525714,-0.002860078,0.0014046811,-216.6188686872478,5,-44.255830920197944,-216.6188686872478,-292.829325065439,92.82582508396365,-0.04425583092019777,-0.21661886868724742,-0.2928293250654335,0.09282582508396253,-7.115188e-07,-4.8049906e-06,-9.20939e-06,3.5115752e-06,-0.04425280366617342,-0.2166140636966461,-0.2928270473787436,0.09282434255622789,-7.115188e-07,-4.8049906e-06,-9.20939e-06,3.5115752e-06,-0.04425280366617342,-0.2166140636966461,-0.2928270473787436,0.09282434255622789,-7.115188e-07,-4.8049906e-06,-9.20939e-06,3.5115752e-06,-0.04425280366617342,-0.2166140636966461,-0.2928270473787436,0.0928243425562279,1745,1745000,1000,1000.0,1000,0.0,0.30528146,-0.0015107982,-0.30215833,0.08546501,-247.36426408447704,1,-247.36426408447704,-247.36426408447704,-247.36426408447704,0.0,-0.23275369029914406,-0.24736426408447415,-0.3776258873939995,0.015307660817751608,-0.005921368,-0.005921368,-0.005921368,0.0,-0.2327511656284813,-0.2327511656284813,-0.2327511656284813,0.0,-0.0076150796,-0.0076150796,-0.0076150796,0.0,-0.2327511656284813,-0.2327511656284813,-0.2327511656284813,0.0,-2.5246707e-06,-0.014613098,-0.14487472,0.015307661,-0.2327511656284813,-0.2327511656284812,-0.2327511656284813,1.1102230246251565e-16,350,350000,1000,1000.0,1000,0.0,350000,0.0064620100893080235,27.525833113119006,4.6587891089729965,0.9363086170051247,0.020826536929234862,21.89836144912988,0.0050396849401295185,8687.877567960648,4.570605233311653e-05,0.015984686091542244,-0.10854443907737732,3.1128626,1.973757,-9.412596,1.1314157,29.308151,-6.123072,-29.28061,-45.35196,8.686105,-6.123948,-29.281275,-45.357265,8.685803,-6.123202,-29.28291,-45.351913,8.685208,1.6307165e-05,2.0606483e-05,349000,0.0068745217,-0.0014938177,-0.01267845,0.002847925,-2.366953,-2.426521,-2.5270677,0.022585256,0.093766004,0.08836609,0.07989295,0.0019859849
