Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/reward_ctrl Max,eval/env_infos/final/reward_ctrl Mean,eval/env_infos/final/reward_ctrl Min,eval/env_infos/final/reward_ctrl Std,eval/env_infos/final/reward_dist Max,eval/env_infos/final/reward_dist Mean,eval/env_infos/final/reward_dist Min,eval/env_infos/final/reward_dist Std,eval/env_infos/initial/reward_ctrl Max,eval/env_infos/initial/reward_ctrl Mean,eval/env_infos/initial/reward_ctrl Min,eval/env_infos/initial/reward_ctrl Std,eval/env_infos/initial/reward_dist Max,eval/env_infos/initial/reward_dist Mean,eval/env_infos/initial/reward_dist Min,eval/env_infos/initial/reward_dist Std,eval/env_infos/reward_ctrl Max,eval/env_infos/reward_ctrl Mean,eval/env_infos/reward_ctrl Min,eval/env_infos/reward_ctrl Std,eval/env_infos/reward_dist Max,eval/env_infos/reward_dist Mean,eval/env_infos/reward_dist Min,eval/env_infos/reward_dist Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/reward_ctrl Max,expl/env_infos/final/reward_ctrl Mean,expl/env_infos/final/reward_ctrl Min,expl/env_infos/final/reward_ctrl Std,expl/env_infos/final/reward_dist Max,expl/env_infos/final/reward_dist Mean,expl/env_infos/final/reward_dist Min,expl/env_infos/final/reward_dist Std,expl/env_infos/initial/reward_ctrl Max,expl/env_infos/initial/reward_ctrl Mean,expl/env_infos/initial/reward_ctrl Min,expl/env_infos/initial/reward_ctrl Std,expl/env_infos/initial/reward_dist Max,expl/env_infos/initial/reward_dist Mean,expl/env_infos/initial/reward_dist Min,expl/env_infos/initial/reward_dist Std,expl/env_infos/reward_ctrl Max,expl/env_infos/reward_ctrl Mean,expl/env_infos/reward_ctrl Min,expl/env_infos/reward_ctrl Std,expl/env_infos/reward_dist Max,expl/env_infos/reward_dist Mean,expl/env_infos/reward_dist Min,expl/env_infos/reward_dist Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
766,766,0.0021787442,0.0010692347,-4.027458e-05,0.0011095094,-191.50067080918112,5,-105.33670515086264,-191.50067080918112,-260.532380140467,60.074134437953724,-0.10533670515086477,-0.19150067080918184,-0.2605323801404711,0.060074134437953626,-4.7487415e-06,-4.7487415e-06,-4.7487415e-06,0.0,-0.10533195640936163,-0.19149592206767868,-0.26052763139896795,0.06007413443795363,-4.7487415e-06,-4.7487415e-06,-4.7487415e-06,0.0,-0.10533195640936163,-0.19149592206767868,-0.26052763139896795,0.06007413443795363,-4.7487415e-06,-4.7487415e-06,-4.7487415e-06,0.0,-0.10533195640936163,-0.1914959220676787,-0.26052763139896795,0.060074134437953626,3835,3835000,1000,1000.0,1000,0.0,0.35766467,-0.0021353487,-0.29015344,0.09012398,-389.1475906823567,1,-389.1475906823567,-389.1475906823567,-389.1475906823567,0.0,-0.37290262400254465,-0.38914759068235305,-0.5024227333505946,0.01637099387505448,-0.0020460556,-0.0020460556,-0.0020460556,0.0,-0.37289380852778736,-0.37289380852778736,-0.37289380852778736,0.0,-0.0032306237,-0.0032306237,-0.0032306237,0.0,-0.37289380852778736,-0.37289380852778736,-0.37289380852778736,0.0,-8.815475e-06,-0.016253784,-0.12952892,0.016370993,-0.37289380852778736,-0.37289380852778736,-0.37289380852778736,0.0,768,768000,1000,1000.0,1000,0.0,768000,0.006140041863545775,28.37341206963174,4.384078782983124,1.287529582856223,0.019465255085378885,22.671184539794922,0.004968051100149751,20776.794845341472,4.581594839692116e-05,0.015939656645059586,-0.05229310691356659,2.9888868,1.9873656,-3.7728972,0.9711583,28.931633,-7.0364943,-28.904959,-45.27939,9.126675,-7.021471,-28.891937,-45.261448,9.124123,-7.039618,-28.907068,-45.286114,9.126602,0.00018927401,2.9940373e-05,767000,0.0021787437,0.0010469406,-0.00060374074,0.0010982228,-2.361628,-2.4139304,-2.432201,0.012127111,0.09426662,0.0894696,0.087843284,0.001086756
767,767,0.0015539927,0.00078901165,5.8297766e-05,0.0007031646,-263.6911318219854,5,-157.17047396479148,-263.6911318219854,-360.25714019367194,70.8231018801363,-0.15717047396479028,-0.263691131821985,-0.3602571401936752,0.07082310188013775,-1.4691673e-06,-2.2340105e-06,-2.4252215e-06,3.8242172e-07,-0.15716804874328044,-0.2636888978113225,-0.3602547149721654,0.0708231843299996,-1.4691673e-06,-2.2340105e-06,-2.4252215e-06,3.8242172e-07,-0.15716804874328044,-0.2636888978113225,-0.3602547149721654,0.0708231843299996,-1.4691673e-06,-2.2340107e-06,-2.4252215e-06,3.824217e-07,-0.15716804874328044,-0.2636888978113225,-0.3602547149721654,0.07082318432999958,3840,3840000,1000,1000.0,1000,0.0,0.32671237,0.0033325243,-0.3391683,0.088820346,-282.3017969036576,1,-282.3017969036576,-282.3017969036576,-282.3017969036576,0.0,-0.26655679757230316,-0.2823017969036599,-0.38383352043591074,0.016121865844246366,-0.00870704,-0.00870704,-0.00870704,0.0,-0.2665014791723304,-0.2665014791723304,-0.2665014791723304,0.0,-0.028834399,-0.028834399,-0.028834399,0.0,-0.2665014791723304,-0.2665014791723304,-0.2665014791723304,0.0,-5.53184e-05,-0.015800318,-0.11733204,0.016121866,-0.2665014791723304,-0.2665014791723305,-0.2665014791723304,1.1102230246251565e-16,769,769000,1000,1000.0,1000,0.0,769000,0.006475886097177863,29.33841222967021,4.486829320900142,1.5415830581914634,0.020190935116261244,23.27828310150653,0.005004690028727055,20806.560996465152,4.52378299087286e-05,0.015966419130563736,0.2241218090057373,2.9828753,2.0541716,-3.2671814,1.0103338,28.136866,-6.9302945,-28.096243,-44.2545,9.042741,-6.922187,-28.09753,-44.25554,9.043538,-6.929155,-28.105167,-44.267944,9.046169,2.2490285e-05,0.00010121602,768000,0.0015539926,0.00081790035,3.4230063e-05,0.00071873615,-2.4054925,-2.4110608,-2.4122853,0.00043222538,0.09022105,0.089720055,0.08961027,3.8867565e-05
768,768,0.00088923844,-0.00033867185,-0.0015665821,0.0012279104,-162.13558889621447,5,-14.151474948489476,-162.13558889621447,-302.30020072542624,96.23180724056773,-0.014151474948489569,-0.1621355888962149,-0.3023002007254262,0.0962318072405683,-3.2448456e-06,-3.2448456e-06,-3.2448456e-06,0.0,-0.014148230102860045,-0.16213234405058535,-0.30229695587979666,0.0962318072405683,-3.2448456e-06,-3.2448456e-06,-3.2448456e-06,0.0,-0.014148230102860045,-0.16213234405058535,-0.30229695587979666,0.0962318072405683,-3.2448456e-06,-3.2448456e-06,-3.2448456e-06,0.0,-0.014148230102860045,-0.16213234405058538,-0.30229695587979666,0.0962318072405683,3845,3845000,1000,1000.0,1000,0.0,0.306907,-0.0051293946,-0.287079,0.088689014,-209.38953945409102,1,-209.38953945409102,-209.38953945409102,-209.38953945409102,0.0,-0.19362453677752892,-0.209389539454093,-0.29778669323571627,0.014844759718321988,-0.0021899994,-0.0021899994,-0.0021899994,0.0,-0.19360543336518712,-0.19360543336518712,-0.19360543336518712,0.0,-0.0019360587,-0.0019360587,-0.0019360587,0.0,-0.19360543336518712,-0.19360543336518712,-0.19360543336518712,0.0,-1.9103412e-05,-0.015784105,-0.10418126,0.014844759,-0.19360543336518712,-0.19360543336518715,-0.19360543336518712,2.7755575615628914e-17,770,770000,1000,1000.0,1000,0.0,770000,0.005927632097154856,29.07626606337726,4.496766512980685,1.1440518859308213,0.020312164910137653,23.402575463522226,0.0065870508551597595,20836.068556135288,4.5353081077337265e-05,0.015967614948749542,-0.04139598831534386,2.975554,1.9899942,-5.346259,0.9916402,28.110832,-7.233047,-28.05604,-45.356438,8.832184,-7.257433,-28.080818,-45.4042,8.836849,-7.2485967,-28.072798,-45.384212,8.834623,0.00066897256,0.00030308313,769000,0.0008892383,-0.0003509807,-0.0016285632,0.0012135541,-2.383123,-2.4092908,-2.439762,0.0026910566,0.092262,0.089879334,0.08718159,0.0002410571
769,769,0.0005862527,0.00014091449,-0.0004055027,0.00044422632,-272.9703107676815,5,-209.9306213537756,-272.9703107676815,-340.88690867183215,46.06767323737006,-0.20993062135377288,-0.27297031076768036,-0.3408869086718328,0.04606767323737227,-4.198074e-07,-4.3440514e-07,-4.927962e-07,2.9195506e-08,-0.20993020154636627,-0.27296987636252,-0.3408864158756574,0.046067651716216365,-4.198074e-07,-4.3440514e-07,-4.927962e-07,2.9195506e-08,-0.20993020154636627,-0.27296987636252,-0.3408864158756574,0.046067651716216365,-4.198074e-07,-4.3440508e-07,-4.927962e-07,2.9195508e-08,-0.20993020154636627,-0.27296987636251996,-0.3408864158756574,0.046067651716216365,3850,3850000,1000,1000.0,1000,0.0,0.297714,0.0010488202,-0.2867712,0.087452754,-396.6817048346564,1,-396.6817048346564,-396.6817048346564,-396.6817048346564,0.0,-0.3813946724233238,-0.3966817048346638,-0.47469250762902726,0.01505569586595683,-0.003976769,-0.003976769,-0.003976769,0.0,-0.38138353729688157,-0.38138353729688157,-0.38138353729688157,0.0,-0.013809462,-0.013809462,-0.013809462,0.0,-0.38138353729688157,-0.38138353729688157,-0.38138353729688157,0.0,-1.1135126e-05,-0.015298168,-0.09330897,0.015055696,-0.38138353729688157,-0.3813835372968815,-0.38138353729688157,5.551115123125783e-17,771,771000,1000,1000.0,1000,0.0,771000,0.006217571906745434,28.969963640673086,4.443535248050466,1.0326753528788686,0.020359978079795837,23.46209921175614,0.005030721891671419,20865.468960882863,4.555610939860344e-05,0.015929605811834335,0.24914218485355377,3.0071335,2.0601854,-2.6812742,0.9202261,28.373934,-9.272553,-28.333488,-45.717968,8.982068,-9.280722,-28.345078,-45.733055,8.981884,-9.2802925,-28.33252,-45.712517,8.977097,0.00015491692,5.597959e-05,770000,0.0020116623,0.00014887443,-0.0024445974,0.00048630268,-2.3973713,-2.4246721,-2.4276834,0.0023525285,0.09095674,0.08850736,0.08824102,0.00020950536
770,770,0.0019508726,0.00052196486,-0.00074391125,0.0012162571,-301.6479480874782,5,-259.6116772888859,-301.6479480874782,-358.80011237054947,41.124678369682435,-0.25961167728888107,-0.3016479480874783,-0.3588001123705558,0.0411246783696844,-8.006488e-08,-3.5034368e-06,-4.35928e-06,1.7116861e-06,-0.2596073180089254,-0.3016444446505379,-0.35879575309060013,0.041125495285990056,-8.006488e-08,-3.5034368e-06,-4.35928e-06,1.7116861e-06,-0.2596073180089254,-0.3016444446505379,-0.35879575309060013,0.041125495285990056,-8.006488e-08,-3.5034373e-06,-4.35928e-06,1.7116861e-06,-0.2596073180089254,-0.3016444446505379,-0.35879575309060013,0.041125495285990056,3855,3855000,1000,1000.0,1000,0.0,0.275366,0.0006863121,-0.28017724,0.08889469,-378.0005058660435,1,-378.0005058660435,-378.0005058660435,-378.0005058660435,0.0,-0.36221777685441264,-0.3780005058660384,-0.45171946546415637,0.014671231964466007,-0.0017165039,-0.0017165039,-0.0017165039,0.0,-0.36219503244737933,-0.36219503244737933,-0.36219503244737933,0.0,-0.044816714,-0.044816714,-0.044816714,0.0,-0.36219503244737933,-0.36219503244737933,-0.36219503244737933,0.0,-2.2744407e-05,-0.015805474,-0.08952443,0.014671232,-0.36219503244737933,-0.36219503244737944,-0.36219503244737933,1.1102230246251565e-16,772,772000,1000,1000.0,1000,0.0,772000,0.006500313989818096,27.943482083268464,3.919349085073918,1.1407313160598278,0.020627966849133372,22.851125084329396,0.005102676106616855,20893.820084838662,4.564085975289345e-05,0.01592150889337063,0.3277454078197479,2.9688716,2.079164,-3.2884042,0.8678011,28.312828,-6.103902,-28.264084,-44.69865,9.09656,-6.124541,-28.28344,-44.7198,9.096732,-6.1112547,-28.273083,-44.71353,9.097038,0.00039435265,8.876264e-05,771000,0.0019508727,0.000589052,-0.001286902,0.0013371577,-2.3604798,-2.4034948,-2.438634,0.004546666,0.094374925,0.090402424,0.087280005,0.00041443645
771,771,0.0021949036,0.00036740417,-0.001460095,0.0018274992,-184.38280191142616,5,-118.1179706170954,-184.38280191142616,-301.30839729375657,66.39372339366528,-0.11811797061709721,-0.1843828019114261,-0.30130839729375264,0.06639372339366383,-6.9493244e-06,-6.9493244e-06,-6.9493244e-06,0.0,-0.11811102129268174,-0.18437585258701059,-0.30130144796933717,0.06639372339366383,-6.9493244e-06,-6.9493244e-06,-6.9493244e-06,0.0,-0.11811102129268174,-0.18437585258701059,-0.30130144796933717,0.06639372339366383,-6.9493244e-06,-6.949325e-06,-6.9493244e-06,4.5474735e-13,-0.11811102129268174,-0.1843758525870106,-0.30130144796933717,0.06639372339366383,3860,3860000,1000,1000.0,1000,0.0,0.2944922,0.003786016,-0.28613955,0.087840825,-206.77596453425159,1,-206.77596453425159,-206.77596453425159,-206.77596453425159,0.0,-0.1913470170161596,-0.2067759645342481,-0.301641774692616,0.014730255139408338,-0.006432265,-0.006432265,-0.006432265,0.0,-0.19131527594574402,-0.19131527594574402,-0.19131527594574402,0.0,-0.017060736,-0.017060736,-0.017060736,0.0,-0.19131527594574402,-0.19131527594574402,-0.19131527594574402,0.0,-3.174107e-05,-0.015460689,-0.1103265,0.014730255,-0.19131527594574402,-0.19131527594574396,-0.19131527594574402,5.551115123125783e-17,773,773000,1000,1000.0,1000,0.0,773000,0.006102817133069038,27.814159377245232,4.705513728084043,1.0505327838473022,0.018823147052899003,22.028358824085444,0.004782889038324356,20922.0866994604,4.518800415098667e-05,0.01589030772447586,0.22126778960227966,3.0068,2.0534198,-3.1227736,0.9824464,29.12662,-5.98416,-29.102245,-45.712936,9.372261,-5.979161,-29.107815,-45.723297,9.374188,-5.978603,-29.101936,-45.71058,9.372548,9.0780726e-05,1.2748636e-05,772000,0.0031663044,0.00035084138,-0.004227979,0.0018678972,-2.4032798,-2.4187088,-2.4375625,0.002702834,0.09042091,0.08903683,0.08737357,0.00024051056
772,772,0.00035111525,-0.0010986223,-0.00254836,0.0014497377,-255.88244934421664,5,-175.55590037586316,-255.88244934421664,-397.22069301888035,77.43363978018262,-0.17555590037586413,-0.2558824493442163,-0.39722069301887997,0.07743363978018193,-6.6172724e-06,-6.6172724e-06,-6.6172724e-06,0.0,-0.1755492831034168,-0.2558758320717689,-0.39721407574643264,0.07743363978018195,-6.6172724e-06,-6.6172724e-06,-6.6172724e-06,0.0,-0.1755492831034168,-0.2558758320717689,-0.39721407574643264,0.07743363978018195,-6.6172724e-06,-6.617272e-06,-6.6172724e-06,4.5474735e-13,-0.1755492831034168,-0.25587583207176895,-0.39721407574643264,0.07743363978018193,3865,3865000,1000,1000.0,1000,0.0,0.27590716,-3.8313687e-05,-0.2887829,0.08811909,-368.17260295455424,1,-368.17260295455424,-368.17260295455424,-368.17260295455424,0.0,-0.35271504196017206,-0.36817260295455795,-0.4380297997328934,0.01438146533114559,-0.0018383877,-0.0018383877,-0.0018383877,0.0,-0.3526426517698464,-0.3526426517698464,-0.3526426517698464,0.0,-0.015111982,-0.015111982,-0.015111982,0.0,-0.3526426517698464,-0.3526426517698464,-0.3526426517698464,0.0,-7.239019e-05,-0.015529951,-0.08538715,0.014381465,-0.3526426517698464,-0.3526426517698464,-0.3526426517698464,0.0,774,774000,1000,1000.0,1000,0.0,774000,0.006493485067039728,28.373694834532216,4.6329276990145445,1.1661629329901189,0.020414241822436452,22.542563993483782,0.005084814038127661,20950.882735694526,4.766811616718769e-05,0.015902845188975334,0.41406211256980896,3.004949,2.0999846,-2.4528434,0.96405685,29.061977,-6.9353976,-29.022396,-45.680466,9.3138685,-6.936656,-29.02086,-45.678604,9.313579,-6.959373,-29.035967,-45.68991,9.313476,1.00596735e-05,0.00020508346,773000,0.0003511156,-0.0011051642,-0.0026047574,0.0014439094,-2.4145212,-2.4208472,-2.4501083,0.0028556841,0.08941013,0.08884667,0.08628424,0.00025053558
773,773,6.849668e-05,-0.00076593313,-0.0021403222,0.00083882303,-213.35986056945208,5,-48.326241133288725,-213.35986056945208,-351.1622161323823,118.83135186453865,-0.048326241133288386,-0.21335986056945222,-0.3511622161323838,0.11883135186453944,-2.0727762e-06,-2.580554e-06,-4.581798e-06,1.0006888e-06,-0.048324168357119016,-0.21335728001552418,-0.3511576343345449,0.11883076833700787,-2.0727762e-06,-2.580554e-06,-4.581798e-06,1.0006888e-06,-0.048324168357119016,-0.21335728001552418,-0.3511576343345449,0.11883076833700787,-2.0727762e-06,-2.580554e-06,-4.581798e-06,1.0006888e-06,-0.048324168357119016,-0.21335728001552415,-0.3511576343345449,0.11883076833700787,3870,3870000,1000,1000.0,1000,0.0,0.25108135,-0.004812168,-0.27599636,0.08798489,-38.25934877273057,1,-38.25934877273057,-38.25934877273057,-38.25934877273057,0.0,-0.022761333052329403,-0.038259348772730274,-0.12853802963101624,0.014973578161096233,-0.020678636,-0.020678636,-0.020678636,0.0,-0.022730352719662162,-0.022730352719662162,-0.022730352719662162,0.0,-0.010196769,-0.010196769,-0.010196769,0.0,-0.022730352719662162,-0.022730352719662162,-0.022730352719662162,0.0,-3.0980333e-05,-0.015528996,-0.10580768,0.014973578,-0.022730352719662162,-0.02273035271966217,-0.022730352719662162,6.938893903907228e-18,775,775000,1000,1000.0,1000,0.0,775000,0.006511045154184103,29.819678178755566,4.939824384171516,1.0514536241535097,0.01928954105824232,23.797702660318464,0.004843273898586631,20981.109837642405,5.365000106394291e-05,0.015895726159214973,0.13934123516082764,2.9779625,2.0336435,-1.7779784,0.8645983,28.280144,-5.979959,-28.248129,-45.303116,8.864762,-5.9832983,-28.256523,-45.31618,8.8667555,-5.971313,-28.233097,-45.288513,8.863734,8.4587555e-05,0.00024177502,774000,0.00075198396,-0.0007072398,-0.0028051403,0.0007809516,-2.3950179,-2.4098804,-2.4270997,0.0029938202,0.09117105,0.08982642,0.08829254,0.00026769922
774,774,-0.0009902336,-0.0012716166,-0.0017074712,0.00024693465,-236.81526105974973,5,-70.84239722397818,-236.81526105974973,-362.45759385900965,122.51650307742575,-0.07084239722397855,-0.2368152610597526,-0.362457593859016,0.12251650307742797,-2.9630196e-06,-3.356016e-06,-3.994963e-06,4.823351e-07,-0.07083943420438175,-0.236811905044039,-0.3624546308394192,0.12251655158871443,-2.9630196e-06,-3.356016e-06,-3.994963e-06,4.823351e-07,-0.07083943420438175,-0.236811905044039,-0.3624546308394192,0.12251655158871443,-2.9630196e-06,-3.3560157e-06,-3.994963e-06,4.823351e-07,-0.07083943420438175,-0.23681190504403907,-0.3624546308394192,0.12251655158871443,3875,3875000,1000,1000.0,1000,0.0,0.30593723,-0.0038150179,-0.31772906,0.08776353,-129.89572515682207,1,-129.89572515682207,-129.89572515682207,-129.89572515682207,0.0,-0.1144757448314768,-0.12989572515682093,-0.21561692530988427,0.015220770075135389,-0.0027438505,-0.0027438505,-0.0027438505,0.0,-0.1144617411005375,-0.1144617411005375,-0.1144617411005375,0.0,-0.01239315,-0.01239315,-0.01239315,0.0,-0.1144617411005375,-0.1144617411005375,-0.1144617411005375,0.0,-1.4003731e-05,-0.015433985,-0.101155184,0.015220771,-0.1144617411005375,-0.11446174110053753,-0.1144617411005375,2.7755575615628914e-17,776,776000,1000,1000.0,1000,0.0,776000,0.005812413990497589,28.452738642226905,4.632327228784561,1.0648240498267114,0.02025973703712225,22.72438807366416,0.00508203892968595,21009.991184205748,4.509999416768551e-05,0.015912940725684166,0.18082104623317719,2.964027,2.0436702,-1.3826407,0.8937869,28.049673,-5.9792852,-28.023762,-45.371483,9.29277,-5.982017,-28.021023,-45.36543,9.291756,-5.963767,-28.005842,-45.34585,9.289853,1.5246538e-05,0.0003444767,775000,-0.0006264898,-0.0012386418,-0.003534193,0.0002249995,-2.3649795,-2.4035614,-2.4201937,0.0048793852,0.093951225,0.09039652,0.088904396,0.00044171582
775,775,0.0011127531,0.0011068103,0.0011008674,5.9428276e-06,-207.32199079655447,5,-122.72059067581228,-207.32199079655447,-298.56250448415113,73.24290217559998,-0.12272059067581381,-0.20732199079655478,-0.29856250448414606,0.07324290217559756,-2.450076e-06,-2.450076e-06,-2.450076e-06,0.0,-0.12271814059986014,-0.20731954072060113,-0.2985600544081924,0.07324290217559755,-2.450076e-06,-2.450076e-06,-2.450076e-06,0.0,-0.12271814059986014,-0.20731954072060113,-0.2985600544081924,0.07324290217559755,-2.450076e-06,-2.4500762e-06,-2.450076e-06,2.2737368e-13,-0.12271814059986014,-0.2073195407206011,-0.2985600544081924,0.07324290217559756,3880,3880000,1000,1000.0,1000,0.0,0.29178387,0.00041201687,-0.3016127,0.09122114,-287.76420325477955,1,-287.76420325477955,-287.76420325477955,-287.76420325477955,0.0,-0.2711553213144836,-0.287764203254774,-0.3800796099591136,0.01662422679194067,-0.0044396524,-0.0044396524,-0.0044396524,0.0,-0.2711212687778354,-0.2711212687778354,-0.2711212687778354,0.0,-0.0013328493,-0.0013328493,-0.0013328493,0.0,-0.2711212687778354,-0.2711212687778354,-0.2711212687778354,0.0,-3.4052537e-05,-0.016642934,-0.10895834,0.016624227,-0.2711212687778354,-0.27112126877783543,-0.2711212687778354,5.551115123125783e-17,777,777000,1000,1000.0,1000,0.0,777000,0.0050592850893735886,28.604215940926224,4.617063529090956,1.0834513090085238,0.032544438960030675,22.86119752866216,0.004854317056015134,21039.088420907734,4.5533059164881706e-05,0.015953700989484787,-0.30137866735458374,2.9475493,1.9271691,-2.933497,0.98052394,28.096966,-5.9815383,-28.052494,-45.67209,9.994372,-5.9820127,-28.05325,-45.67632,9.995478,-5.9850807,-28.063663,-45.69216,9.998261,9.101771e-06,0.0001570356,776000,0.0014272928,0.0010800047,-0.0010801814,0.00017196043,-2.3530755,-2.3969715,-2.4194944,0.0050243386,0.09507631,0.09099428,0.088966586,0.0004603031
776,776,-0.00045288817,-0.0010855529,-0.0017182177,0.0006326648,-229.453037979523,5,-79.00297703985784,-229.453037979523,-385.6320860077173,121.13631641751047,-0.07900297703985751,-0.22945303797952193,-0.38563208600771504,0.1211363164175081,-3.1573873e-06,-3.1573873e-06,-3.1573873e-06,0.0,-0.07899981965260275,-0.22944988059226717,-0.3856289286204603,0.1211363164175081,-3.1573873e-06,-3.1573873e-06,-3.1573873e-06,0.0,-0.07899981965260275,-0.22944988059226717,-0.3856289286204603,0.1211363164175081,-3.1573873e-06,-3.1573873e-06,-3.1573873e-06,0.0,-0.07899981965260275,-0.22944988059226717,-0.3856289286204603,0.1211363164175081,3885,3885000,1000,1000.0,1000,0.0,0.26008564,-0.00044091963,-0.3064987,0.08537629,-240.40965686030344,1,-240.40965686030344,-240.40965686030344,-240.40965686030344,0.0,-0.22583764535448375,-0.2404096568603004,-0.32663750497323,0.01376867363640172,-0.0220096,-0.0220096,-0.0220096,0.0,-0.22583104518872227,-0.22583104518872227,-0.22583104518872227,0.0,-0.022557195,-0.022557195,-0.022557195,0.0,-0.22583104518872227,-0.22583104518872227,-0.22583104518872227,0.0,-6.6001658e-06,-0.014578612,-0.10080646,0.013768674,-0.22583104518872227,-0.22583104518872232,-0.22583104518872227,5.551115123125783e-17,778,778000,1000,1000.0,1000,0.0,778000,0.005942988209426403,28.850527107249945,3.820924273924902,1.298049674835056,0.021685875952243805,23.69881365960464,0.005053915781900287,21068.371595815057,5.6718941777944565e-05,0.015954066067934036,-0.1235026940703392,2.9779656,1.9701543,-3.5755792,0.9628359,28.954975,-5.9738393,-28.926912,-45.438015,9.025122,-5.9659476,-28.917713,-45.424953,9.02458,-5.9743223,-28.922998,-45.434334,9.023452,0.00012458923,3.8670016e-05,777000,-0.00045288887,-0.0011056629,-0.0022385377,0.00063003757,-2.3884966,-2.4069343,-2.4309883,0.0032674794,0.09176754,0.09009156,0.087949865,0.0002932176
777,777,0.0013197347,0.0004961958,-0.00032752077,0.0008220707,-308.5456137111757,5,-220.51248734042224,-308.5456137111757,-404.1228825126346,65.9458330929723,-0.22051248734042533,-0.3085456137111766,-0.40412288251262923,0.06594583309297102,-1.8426636e-06,-1.8439421e-06,-1.8490566e-06,2.5572262e-09,-0.2205106446768747,-0.3085437697690128,-0.4041210398490786,0.0659458342318725,-1.8426636e-06,-1.8439421e-06,-1.8490566e-06,2.5572262e-09,-0.2205106446768747,-0.3085437697690128,-0.4041210398490786,0.0659458342318725,-1.8426636e-06,-1.8439422e-06,-1.8490566e-06,2.5572262e-09,-0.2205106446768747,-0.3085437697690129,-0.4041210398490786,0.0659458342318725,3890,3890000,1000,1000.0,1000,0.0,0.29591936,0.0009048604,-0.30766383,0.09228274,-77.13342061343432,1,-77.13342061343432,-77.13342061343432,-77.13342061343432,0.0,-0.060106375832354404,-0.07713342061343519,-0.1727305514706568,0.01590547830192968,-0.008293334,-0.008293334,-0.008293334,0.0,-0.060099573243995126,-0.060099573243995126,-0.060099573243995126,0.0,-0.00072377286,-0.00072377286,-0.00072377286,0.0,-0.060099573243995126,-0.060099573243995126,-0.060099573243995126,0.0,-6.8025884e-06,-0.017033847,-0.11263098,0.015905477,-0.060099573243995126,-0.060099573243995154,-0.060099573243995126,2.7755575615628914e-17,779,779000,1000,1000.0,1000,0.0,779000,0.005840316880494356,29.23105692700483,4.368225286016241,1.342130252160132,0.04055535886436701,23.469189167954028,0.005066598998382688,21098.0177781363,4.994613118469715e-05,0.015966372564435005,0.23331423103809357,2.9558957,2.0563934,-2.2001004,0.88543934,28.614025,-7.4452906,-28.58621,-45.4508,9.202108,-7.4441023,-28.586712,-45.454548,9.200828,-7.453168,-28.59591,-45.46143,9.202696,4.441177e-05,0.00011583962,778000,0.0013223968,0.00048321346,-0.0021580015,0.00083605334,-2.357214,-2.3984451,-2.4147806,0.004395599,0.09468365,0.09086002,0.08938695,0.00040165888
